GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US06001400100,06001400100,"Census Tract 4001, Alameda County, California",2420,138,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,12,19,0,12,0,12,19,25,83,41,0,12,19,21,211,82,138,55,756,118,595,121,364,89,214,80
1400000US06001400200,06001400200,"Census Tract 4002, Alameda County, California",1611,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,0,12,0,12,0,12,0,12,17,24,0,12,0,12,56,30,7,10,32,24,125,52,31,19,615,110,440,91,199,46,82,29
1400000US06001400300,06001400300,"Census Tract 4003, Alameda County, California",4338,397,86,92,0,17,0,17,0,17,0,17,0,17,0,17,0,17,19,31,40,45,57,85,0,17,0,17,14,23,0,17,464,217,12,19,116,88,304,144,242,110,1507,274,964,242,301,124,212,121
1400000US06001400400,06001400400,"Census Tract 4004, Alameda County, California",3346,246,36,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,18,37,34,37,48,10,13,0,12,74,56,100,59,71,63,39,30,303,87,102,68,980,169,957,234,277,97,313,91
1400000US06001400500,06001400500,"Census Tract 4005, Alameda County, California",2913,245,6,9,0,12,0,12,0,12,0,12,23,37,0,12,0,12,0,12,0,12,28,26,11,19,18,19,0,12,7,10,333,147,12,19,92,64,396,128,183,78,1130,183,506,106,88,45,80,47
1400000US06001400600,06001400600,"Census Tract 4006, Alameda County, California",1276,123,44,35,0,12,0,12,24,32,0,12,0,12,0,12,0,12,2,5,0,12,5,7,7,10,0,12,0,12,18,20,188,62,26,23,60,34,89,47,107,51,395,106,190,50,44,27,77,34
1400000US06001400700,06001400700,"Census Tract 4007, Alameda County, California",3372,264,67,51,0,12,0,12,0,12,0,12,9,14,0,12,22,24,32,39,0,12,15,18,63,58,29,31,8,13,72,46,697,214,63,51,187,94,576,195,152,101,817,165,419,106,87,49,57,34
1400000US06001400800,06001400800,"Census Tract 4008, Alameda County, California",2785,263,41,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,43,53,74,43,0,12,49,47,9,14,42,38,340,97,24,27,115,64,448,129,203,90,774,155,420,131,118,65,71,42
1400000US06001400900,06001400900,"Census Tract 4009, Alameda County, California",1584,173,27,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,47,28,0,12,28,33,0,12,328,119,14,15,84,45,255,86,135,77,428,120,189,72,31,34,11,13
1400000US06001401000,06001401000,"Census Tract 4010, Alameda County, California",4519,468,65,58,0,17,0,17,0,17,0,17,2,21,0,17,46,65,0,17,66,76,0,17,47,73,38,43,182,138,170,125,762,212,105,91,271,144,958,342,308,163,873,244,551,216,52,43,23,24
1400000US06001401100,06001401100,"Census Tract 4011, Alameda County, California",3274,289,26,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,28,3,7,16,26,42,68,339,134,43,64,159,86,598,179,160,98,1216,230,411,143,167,76,76,48
1400000US06001401200,06001401200,"Census Tract 4012, Alameda County, California",2115,147,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,34,52,18,21,12,17,19,27,32,31,132,86,22,35,67,33,324,81,131,67,712,134,434,107,89,44,79,41
1400000US06001401300,06001401300,"Census Tract 4013, Alameda County, California",3480,581,79,46,0,12,0,12,0,12,0,12,12,18,0,12,0,12,45,35,12,20,72,68,58,74,55,42,143,149,148,84,569,153,180,201,193,107,546,143,203,102,728,150,293,107,65,42,79,48
1400000US06001401400,06001401400,"Census Tract 4014, Alameda County, California",2875,291,55,52,0,12,0,12,0,12,24,28,17,29,0,12,35,39,29,46,18,30,9,14,111,111,113,108,127,85,70,61,747,177,42,46,154,79,588,150,202,100,337,120,169,73,18,19,10,13
1400000US06001401500,06001401500,"Census Tract 4015, Alameda County, California",1803,248,36,31,0,12,0,12,0,12,0,12,11,16,0,12,14,21,38,38,0,12,15,17,13,18,46,40,26,20,22,31,284,76,47,32,72,43,426,111,194,73,415,151,103,47,31,26,10,11
1400000US06001401600,06001401600,"Census Tract 4016, Alameda County, California",1363,179,27,50,0,12,0,12,0,12,0,12,52,71,0,12,0,12,0,12,0,12,0,12,20,27,0,12,19,16,56,43,205,108,6,13,117,69,270,83,147,63,225,81,194,75,12,13,13,14
1400000US06001401700,06001401700,"Census Tract 4017, Alameda County, California",2092,237,53,74,0,12,0,12,0,12,0,12,10,16,0,12,8,13,49,41,0,12,30,47,74,87,0,12,32,41,75,58,143,75,46,42,156,74,319,108,138,70,717,157,204,81,38,38,0,12
1400000US06001401800,06001401800,"Census Tract 4018, Alameda County, California",1131,163,0,12,0,12,0,12,0,12,0,12,0,12,14,20,9,15,21,31,0,12,0,12,34,32,4,8,72,48,49,34,183,66,6,10,59,40,219,71,105,60,245,97,78,31,27,31,6,9
1400000US06001402200,06001402200,"Census Tract 4022, Alameda County, California",1616,143,47,26,0,12,0,12,0,12,12,13,8,12,0,12,12,12,76,51,3,9,4,6,28,23,15,17,23,30,80,58,308,82,24,19,136,58,257,70,134,60,298,85,124,66,25,22,2,4
1400000US06001402400,06001402400,"Census Tract 4024, Alameda County, California",2132,205,102,94,0,12,0,12,0,12,0,12,0,12,0,12,34,37,97,52,14,22,60,63,67,47,18,27,36,48,46,41,435,122,18,21,103,56,434,172,143,60,364,142,135,71,19,28,7,10
1400000US06001402500,06001402500,"Census Tract 4025, Alameda County, California",967,101,13,15,0,12,10,14,0,12,0,12,0,12,9,14,0,12,18,23,0,12,0,12,25,30,20,16,49,28,34,27,220,98,31,25,95,38,208,68,61,34,150,65,18,17,6,9,0,12
1400000US06001402600,06001402600,"Census Tract 4026, Alameda County, California",1034,104,113,56,0,12,0,12,0,12,0,12,19,22,5,8,0,12,26,23,10,12,15,17,16,14,10,11,23,22,37,21,269,74,0,12,46,28,145,52,41,29,193,51,35,18,5,8,26,19
1400000US06001402700,06001402700,"Census Tract 4027, Alameda County, California",1123,124,61,47,0,12,0,12,0,12,0,12,0,12,0,12,4,7,27,27,0,12,33,49,16,22,45,41,85,54,44,39,163,58,13,21,78,52,210,77,19,26,230,92,71,43,24,17,0,12
1400000US06001402800,06001402800,"Census Tract 4028, Alameda County, California",2901,213,93,55,0,12,0,12,0,12,0,12,12,26,0,12,0,12,60,44,43,39,57,49,38,49,60,50,115,83,140,66,339,153,20,25,171,83,604,167,169,80,640,169,201,81,100,55,39,28
1400000US06001402900,06001402900,"Census Tract 4029, Alameda County, California",1227,110,57,28,0,12,0,12,0,12,17,20,17,15,11,17,4,7,57,35,6,8,28,24,20,18,9,11,30,22,6,9,225,81,9,10,52,29,160,59,67,32,318,83,100,42,20,19,14,17
1400000US06001403000,06001403000,"Census Tract 4030, Alameda County, California",2337,203,328,150,0,12,10,15,0,12,31,38,58,59,15,17,21,23,160,97,0,12,76,45,122,76,60,63,12,29,96,51,516,128,13,15,36,26,164,93,45,42,446,163,84,57,9,13,35,31
1400000US06001403100,06001403100,"Census Tract 4031, Alameda County, California",1553,188,95,52,0,12,0,12,0,12,27,40,23,28,6,11,35,45,76,44,13,18,4,6,41,34,32,34,58,42,13,12,166,72,69,39,101,56,152,95,44,34,351,76,178,50,39,33,30,23
1400000US06001403300,06001403300,"Census Tract 4033, Alameda County, California",3438,337,362,161,0,12,0,12,0,12,0,12,0,12,46,66,226,218,37,51,0,12,41,44,13,23,39,57,96,110,47,46,374,231,0,12,58,54,355,159,147,98,1058,209,328,151,85,94,126,95
1400000US06001403400,06001403400,"Census Tract 4034, Alameda County, California",3860,386,109,76,0,12,0,12,0,12,27,32,88,100,15,23,20,33,14,22,0,12,0,12,13,22,0,12,38,48,60,49,348,133,116,113,68,47,491,195,277,108,1316,268,557,166,140,119,163,92
1400000US06001403501,06001403501,"Census Tract 4035.01, Alameda County, California",3780,316,206,122,0,12,3,8,0,12,0,12,0,12,0,12,0,12,83,76,0,12,11,17,0,12,60,64,28,38,145,93,320,167,65,60,170,95,627,322,322,201,913,329,393,172,190,93,244,133
1400000US06001403502,06001403502,"Census Tract 4035.02, Alameda County, California",1997,175,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,38,0,12,0,12,12,15,0,12,56,57,24,23,163,72,2,4,90,55,412,143,57,40,590,162,384,110,108,61,65,54
1400000US06001403600,06001403600,"Census Tract 4036, Alameda County, California",3785,325,21,22,0,12,0,12,0,12,0,12,0,12,0,12,11,19,0,12,0,12,0,12,21,33,11,20,56,62,13,17,334,95,72,80,224,120,546,200,233,133,1343,270,679,171,59,52,162,102
1400000US06001403701,06001403701,"Census Tract 4037.01, Alameda County, California",2488,237,14,19,0,12,0,12,0,12,0,12,0,12,0,12,2,6,4,9,3,6,0,12,15,21,0,12,60,46,2,6,180,100,44,55,84,45,326,106,158,70,822,230,554,129,123,57,97,55
1400000US06001403702,06001403702,"Census Tract 4037.02, Alameda County, California",1707,158,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,0,12,0,12,57,47,22,32,68,50,275,118,58,47,629,153,443,116,66,54,79,52
1400000US06001403800,06001403800,"Census Tract 4038, Alameda County, California",2861,189,18,22,0,12,0,12,0,12,0,12,6,9,0,12,0,12,20,21,23,25,2,4,0,12,5,9,17,19,11,14,155,85,1,4,91,58,283,92,42,27,1177,183,652,122,275,101,83,45
1400000US06001403900,06001403900,"Census Tract 4039, Alameda County, California",3162,205,24,35,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,30,46,0,12,13,21,0,12,35,58,320,138,36,44,186,107,315,133,119,78,1010,251,662,203,260,138,139,92
1400000US06001404000,06001404000,"Census Tract 4040, Alameda County, California",2403,242,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,171,125,30,27,56,36,293,100,177,79,854,143,563,145,141,80,108,55
1400000US06001404101,06001404101,"Census Tract 4041.01, Alameda County, California",2489,196,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,7,10,0,12,147,85,7,10,100,44,287,102,136,85,1058,153,443,114,120,56,183,89
1400000US06001404102,06001404102,"Census Tract 4041.02, Alameda County, California",2257,213,4,9,0,12,0,12,0,12,0,12,7,15,0,12,0,12,8,13,0,12,20,18,7,11,0,12,22,18,66,66,250,116,13,16,31,28,302,133,152,102,690,157,537,144,82,51,66,40
1400000US06001404200,06001404200,"Census Tract 4042, Alameda County, California",2390,162,42,51,0,12,0,12,0,12,0,12,0,12,0,12,18,21,0,12,0,12,0,12,0,12,0,12,9,15,0,12,95,59,0,12,55,37,154,61,91,42,769,151,641,115,282,87,234,81
1400000US06001404300,06001404300,"Census Tract 4043, Alameda County, California",2547,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,22,27,0,12,42,48,136,59,19,23,11,13,130,62,103,65,875,147,614,124,390,102,197,73
1400000US06001404400,06001404400,"Census Tract 4044, Alameda County, California",4136,213,15,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,24,143,90,5,12,101,85,368,205,201,104,1523,243,974,212,533,164,257,137
1400000US06001404501,06001404501,"Census Tract 4045.01, Alameda County, California",1297,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,15,10,15,0,12,7,11,0,12,0,12,0,12,6,8,37,23,0,12,27,20,55,26,37,22,488,81,294,64,188,52,136,48
1400000US06001404502,06001404502,"Census Tract 4045.02, Alameda County, California",4244,317,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,34,39,0,17,0,17,22,40,0,17,0,17,0,17,224,118,25,27,145,144,283,119,181,103,1634,288,1007,199,490,159,199,90
1400000US06001404600,06001404600,"Census Tract 4046, Alameda County, California",3482,161,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,9,14,21,22,21,22,151,65,22,23,87,54,362,109,209,77,1326,174,729,125,333,97,193,74
1400000US06001404700,06001404700,"Census Tract 4047, Alameda County, California",1583,104,0,12,0,12,0,12,0,12,0,12,7,11,0,12,6,8,8,11,0,12,0,12,6,8,0,12,0,12,8,12,74,40,25,28,10,12,178,84,52,26,660,94,322,76,132,43,95,35
1400000US06001404800,06001404800,"Census Tract 4048, Alameda County, California",2049,122,11,13,0,12,0,12,0,12,5,10,0,12,0,12,20,22,0,12,0,12,0,12,19,23,0,12,68,60,3,6,281,105,14,23,70,41,373,97,109,47,655,116,277,80,121,61,23,26
1400000US06001404900,06001404900,"Census Tract 4049, Alameda County, California",3258,169,17,25,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,11,18,104,150,0,12,46,67,37,33,296,151,53,42,109,58,293,98,133,82,1138,214,647,117,191,57,163,92
1400000US06001405000,06001405000,"Census Tract 4050, Alameda County, California",2760,183,40,47,0,12,0,12,0,12,0,12,8,13,0,12,0,12,16,18,0,12,9,14,33,47,0,12,8,12,0,12,235,159,12,23,81,51,376,113,120,57,919,145,662,120,138,55,103,41
1400000US06001405100,06001405100,"Census Tract 4051, Alameda County, California",3091,270,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,31,0,12,17,19,0,12,7,11,79,63,18,28,90,104,251,89,117,60,1120,182,751,169,425,114,186,76
1400000US06001405200,06001405200,"Census Tract 4052, Alameda County, California",4032,347,83,84,0,12,21,33,0,12,0,12,38,60,11,18,10,18,53,58,9,14,38,59,61,87,15,22,7,14,21,24,305,120,31,30,236,109,308,170,155,94,1604,264,674,185,236,99,116,74
1400000US06001405301,06001405301,"Census Tract 4053.01, Alameda County, California",2299,167,26,29,0,12,0,12,33,48,0,12,0,12,13,25,14,21,18,28,9,18,8,15,0,12,0,12,0,12,50,66,216,106,0,12,124,85,317,111,140,73,770,152,416,114,63,48,82,54
1400000US06001405302,06001405302,"Census Tract 4053.02, Alameda County, California",2147,183,117,83,0,12,0,12,0,12,31,45,15,24,0,12,0,12,82,59,0,12,49,52,18,24,45,62,38,36,73,70,175,89,0,12,103,68,417,146,159,84,574,131,209,86,35,25,7,11
1400000US06001405401,06001405401,"Census Tract 4054.01, Alameda County, California",2858,296,118,69,0,12,0,12,0,12,25,28,23,37,34,38,159,185,132,73,14,21,130,85,70,54,55,51,49,47,146,76,472,181,51,46,125,67,537,141,229,88,301,104,131,84,20,22,37,38
