GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US27123030100,27123030100,"Census Tract 301, Ramsey County, Minnesota",3045,172,10,15,0,9,0,9,11,18,0,9,0,9,7,16,0,9,0,9,7,13,35,27,0,9,0,9,0,9,0,9,160,72,8,14,41,29,231,84,204,107,795,184,780,129,310,118,446,96
1400000US27123030201,27123030201,"Census Tract 302.01, Ramsey County, Minnesota",3673,205,65,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,14,0,12,7,14,20,28,22,35,635,201,21,34,50,40,308,137,354,135,1431,237,467,126,160,78,126,71
1400000US27123030202,27123030202,"Census Tract 302.02, Ramsey County, Minnesota",1298,166,7,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,8,13,11,16,0,9,87,46,20,25,55,48,179,83,79,52,477,136,298,93,58,35,19,22
1400000US27123030300,27123030300,"Census Tract 303, Ramsey County, Minnesota",3989,228,10,17,0,12,0,12,0,12,41,62,0,12,0,12,0,12,0,12,0,12,20,30,36,54,20,24,24,31,0,12,492,126,18,28,168,87,397,128,420,150,1088,188,850,179,201,95,204,105
1400000US27123030400,27123030400,"Census Tract 304, Ramsey County, Minnesota",3888,332,158,89,0,12,0,12,0,12,61,83,29,45,99,140,0,12,0,12,9,15,42,53,76,90,44,77,115,87,135,87,1088,261,149,106,262,113,635,182,221,126,544,149,125,74,32,34,64,52
1400000US27123030500,27123030500,"Census Tract 305, Ramsey County, Minnesota",2770,283,526,123,0,12,0,12,0,12,67,64,17,26,60,62,4,8,0,12,4,9,46,31,31,23,69,69,98,85,34,30,424,104,184,82,150,69,391,156,166,73,385,149,76,51,18,21,20,21
1400000US27123030601,27123030601,"Census Tract 306.01, Ramsey County, Minnesota",3280,272,528,192,0,12,0,12,25,41,0,12,33,37,121,75,35,38,106,79,58,62,68,71,113,83,62,61,45,37,72,78,539,148,216,92,151,74,394,131,237,80,343,126,100,73,34,43,0,12
1400000US27123030602,27123030602,"Census Tract 306.02, Ramsey County, Minnesota",2627,178,201,89,0,9,6,12,0,9,0,9,0,9,5,9,0,9,0,9,0,9,10,15,10,16,66,56,21,24,30,25,491,115,43,34,284,95,235,73,208,75,624,129,311,91,36,38,46,36
1400000US27123030702,27123030702,"Census Tract 307.02, Ramsey County, Minnesota",3070,211,149,76,0,9,0,9,0,9,0,9,0,9,0,9,22,30,9,14,0,9,25,25,0,9,18,19,26,24,28,28,832,181,208,88,200,93,531,132,250,94,636,150,125,59,11,12,0,9
