GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US06037101110,06037101110,"Census Tract 1011.10, Los Angeles County, California",3301,253,104,50,0,12,0,12,30,44,0,12,27,38,0,12,14,20,113,81,23,27,13,21,53,48,74,53,113,52,86,42,606,159,60,47,319,136,602,146,425,112,382,113,189,87,0,12,68,58
1400000US06037101122,06037101122,"Census Tract 1011.22, Los Angeles County, California",2573,256,4,7,0,12,1,3,0,12,14,22,0,12,0,12,0,12,1,8,41,38,15,23,14,24,0,12,29,29,0,12,712,184,21,25,169,72,540,145,313,101,461,111,194,74,10,17,34,20
1400000US06037101210,06037101210,"Census Tract 1012.10, Los Angeles County, California",4038,324,122,91,0,17,0,17,0,17,0,17,15,23,25,38,83,80,166,129,29,47,130,125,167,96,46,41,54,52,83,60,1188,310,36,38,229,130,566,210,429,139,463,171,121,79,14,23,72,71
1400000US06037101220,06037101220,"Census Tract 1012.20, Los Angeles County, California",2241,201,49,28,7,10,0,12,0,12,11,19,15,16,0,12,77,59,41,39,33,31,28,32,65,71,8,12,25,29,41,32,619,123,15,16,114,51,464,140,185,70,303,104,122,69,19,29,0,12
1400000US06037101300,06037101300,"Census Tract 1013, Los Angeles County, California",3542,365,43,45,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,41,43,0,12,186,150,54,59,20,39,800,224,86,93,169,94,583,170,446,143,723,193,285,93,51,36,40,44
1400000US06037101400,06037101400,"Census Tract 1014, Los Angeles County, California",2937,195,36,35,0,12,0,12,0,12,0,12,0,12,6,11,35,39,121,98,0,12,41,50,18,20,23,21,0,12,30,31,685,183,28,26,291,79,401,117,409,132,509,154,226,93,68,47,10,17
1400000US06037102103,06037102103,"Census Tract 1021.03, Los Angeles County, California",1486,124,13,22,0,12,0,12,0,12,0,12,0,12,0,12,5,8,29,40,16,27,0,12,2,7,32,32,0,12,39,31,311,106,26,24,78,41,232,81,137,58,369,78,104,46,43,41,50,45
1400000US06037102104,06037102104,"Census Tract 1021.04, Los Angeles County, California",2534,222,54,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,66,79,18,29,0,12,7,12,22,36,0,12,68,54,370,106,54,66,127,76,396,129,240,102,681,164,367,139,55,54,9,14
1400000US06037102105,06037102105,"Census Tract 1021.05, Los Angeles County, California",1299,159,25,24,0,12,0,12,0,12,0,12,4,7,10,13,18,29,81,52,15,23,24,26,33,28,12,13,39,34,75,47,339,138,18,21,72,39,244,113,81,49,176,79,33,42,0,12,0,12
