GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US37119000100,37119000100,"Census Tract 1, Mecklenburg County, North Carolina",3207,428,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,15,24,0,12,0,12,13,21,146,98,30,34,138,118,308,207,208,130,1386,298,557,170,217,92,187,203
1400000US37119000300,37119000300,"Census Tract 3, Mecklenburg County, North Carolina",494,61,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,16,0,12,0,12,11,13,24,21,0,12,0,12,57,33,6,9,21,14,24,17,27,21,193,43,69,30,41,19,4,5
1400000US37119000400,37119000400,"Census Tract 4, Mecklenburg County, North Carolina",1882,215,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,19,0,12,60,64,7,11,66,52,50,58,54,30,189,113,66,29,888,154,355,121,87,62,34,24
1400000US37119000500,37119000500,"Census Tract 5, Mecklenburg County, North Carolina",3155,280,25,33,0,12,0,12,0,12,11,23,0,12,33,49,0,12,0,12,0,12,18,29,44,58,117,109,41,42,28,36,60,49,189,174,32,42,130,96,114,94,1525,335,601,218,125,96,62,56
1400000US37119000600,37119000600,"Census Tract 6, Mecklenburg County, North Carolina",1934,214,28,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,30,29,73,51,25,29,0,12,203,88,34,24,54,45,174,81,85,48,740,147,373,122,102,62,7,10
1400000US37119000700,37119000700,"Census Tract 7, Mecklenburg County, North Carolina",571,102,6,10,0,12,0,12,0,12,3,6,0,12,6,9,0,12,0,12,14,21,13,19,5,8,43,42,8,9,18,12,129,57,8,8,12,15,82,45,47,28,130,62,43,28,0,12,4,7
1400000US37119000800,37119000800,"Census Tract 8, Mecklenburg County, North Carolina",1402,147,23,19,0,12,0,12,0,12,6,9,6,8,20,18,0,12,0,12,8,12,0,12,5,7,107,69,103,50,16,18,409,82,97,44,119,43,236,70,100,39,119,48,23,21,5,7,0,12
1400000US37119000900,37119000900,"Census Tract 9, Mecklenburg County, North Carolina",1284,113,37,24,0,12,0,12,0,12,0,12,10,11,0,12,0,12,7,8,0,12,0,12,20,18,63,35,68,42,37,36,368,75,14,14,67,44,231,76,72,35,199,84,73,39,18,16,0,12
1400000US37119001000,37119001000,"Census Tract 10, Mecklenburg County, North Carolina",2015,161,24,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,0,12,0,12,9,15,44,52,9,14,6,10,42,30,14,15,34,35,351,142,94,53,835,153,350,88,137,68,60,43
1400000US37119001100,37119001100,"Census Tract 11, Mecklenburg County, North Carolina",1593,129,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,7,8,8,13,31,39,7,11,210,103,25,22,100,49,197,64,76,38,546,102,272,67,83,30,22,25
1400000US37119001200,37119001200,"Census Tract 12, Mecklenburg County, North Carolina",3926,460,192,210,0,17,0,17,37,57,0,17,0,17,0,17,0,17,356,287,0,17,53,61,167,120,146,114,56,53,12,23,395,160,37,52,94,62,678,184,294,148,880,213,341,123,160,97,28,27
1400000US37119001300,37119001300,"Census Tract 13, Mecklenburg County, North Carolina",3006,243,152,77,0,12,0,12,0,12,0,12,0,12,0,12,26,35,8,15,24,30,0,12,176,96,114,60,122,62,22,28,537,107,156,71,184,80,564,162,230,86,538,111,123,62,30,27,0,12
1400000US37119001400,37119001400,"Census Tract 14, Mecklenburg County, North Carolina",2097,262,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,10,17,29,35,28,30,61,43,36,27,41,40,40,37,309,105,20,23,41,28,370,139,66,71,669,161,279,94,84,56,0,12
1400000US37119001504,37119001504,"Census Tract 15.04, Mecklenburg County, North Carolina",3934,448,69,120,0,17,0,17,0,17,18,29,49,79,81,88,0,17,202,158,14,22,46,75,90,99,94,107,174,139,59,59,1077,313,116,93,142,105,745,285,377,195,489,229,73,79,19,32,0,17
1400000US37119001505,37119001505,"Census Tract 15.05, Mecklenburg County, North Carolina",2157,252,58,72,0,12,0,12,0,12,33,47,13,21,10,16,88,92,53,53,17,27,0,12,184,131,102,73,8,14,5,8,240,110,34,30,238,76,404,164,195,95,346,97,106,52,0,12,23,21
1400000US37119001507,37119001507,"Census Tract 15.07, Mecklenburg County, North Carolina",2319,319,36,35,0,12,0,12,0,12,45,55,0,12,26,37,49,75,87,73,21,35,13,21,162,105,126,95,78,68,77,49,558,223,38,39,259,89,435,152,119,68,129,85,61,51,0,12,0,12
1400000US37119001508,37119001508,"Census Tract 15.08, Mecklenburg County, North Carolina",4065,415,165,132,0,17,0,17,49,74,124,184,10,23,0,17,10,20,49,78,70,104,0,17,100,118,95,88,76,61,54,46,644,208,72,47,312,157,499,175,315,147,1014,228,288,105,36,50,83,70
1400000US37119001509,37119001509,"Census Tract 15.09, Mecklenburg County, North Carolina",1964,226,38,26,0,12,0,12,0,12,25,39,17,18,0,12,52,47,43,67,0,12,10,17,25,40,113,60,25,21,61,56,382,121,63,53,69,37,512,134,240,94,207,131,61,43,9,14,12,17
1400000US37119001510,37119001510,"Census Tract 15.10, Mecklenburg County, North Carolina",2087,206,44,52,0,12,0,12,0,12,0,12,12,18,0,12,43,63,60,82,13,20,8,13,96,92,43,38,91,68,29,52,483,151,163,94,89,66,288,114,314,121,254,102,49,38,0,12,8,14
1400000US37119001603,37119001603,"Census Tract 16.03, Mecklenburg County, North Carolina",3362,264,100,81,0,12,0,12,0,12,0,12,0,12,51,82,92,83,161,100,30,43,90,68,163,107,92,59,90,69,69,58,895,239,109,83,159,70,548,209,105,74,419,126,119,47,34,29,36,29
1400000US37119001605,37119001605,"Census Tract 16.05, Mecklenburg County, North Carolina",1417,161,91,60,0,12,0,12,1,3,0,12,0,12,0,12,14,19,47,42,0,12,50,36,53,43,76,70,38,48,19,23,285,120,58,48,52,36,201,85,90,47,284,133,43,26,12,10,3,7
1400000US37119001606,37119001606,"Census Tract 16.06, Mecklenburg County, North Carolina",2666,260,35,50,0,12,0,12,0,12,0,12,119,72,35,44,37,44,180,104,70,64,40,54,127,122,29,37,130,97,28,25,594,195,31,32,150,66,348,117,266,102,292,99,109,64,30,23,16,25
1400000US37119001607,37119001607,"Census Tract 16.07, Mecklenburg County, North Carolina",2073,278,60,72,0,12,0,12,0,12,27,43,56,64,0,12,0,12,39,62,0,12,49,54,157,128,10,16,9,15,15,29,521,172,18,17,166,102,548,208,71,50,218,121,40,47,56,57,13,29
