GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Total; Estimate; FAMILIES - Families - With no own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1400000US37119000100,37119000100,"Census Tract 1, Mecklenburg County, North Carolina",2621,238,103203,27139,83.1,5.0,114453,25746,7.0,3.5,(X),(X),0.0,1.2,-,**,4.2,2.7,69896,49274,0.0,1.2,-,**,1.6,1.8,-,**,4.0,2.9,(X),(X),3.3,2.5,55667,7732,81.9,5.2,118698,24724,17.0,6.9,(X),(X),57.8,8.7,(X),(X),18.8,6.2,(X),(X),6.4,2.4,(X),(X),484,134,149779,54809,15.1,8.1,(X),(X),84.9,8.1,(X),(X),96.9,4.9,(X),(X),0.0,6.5,(X),(X),3.1,4.9,(X),(X),2137,260,86327,18308,29.9,8.7,84519,49675,19.7,7.4,72273,31618,10.2,4.7,135221,98524,70.1,8.7,86927,22218,50.9,10.6,85495,28397,19.2,7.5,89410,63830,19.4,(X),(X),(X),17.4,(X),(X),(X),19.8,(X),(X),(X)
1400000US37119000300,37119000300,"Census Tract 3, Mecklenburg County, North Carolina",396,47,52222,19442,62.4,9.2,91250,21267,32.1,9.0,9119,1338,2.3,2.6,-,**,1.3,1.9,-,**,0.0,7.9,-,**,0.8,1.4,-,**,1.3,1.8,-,**,1.0,1.6,-,**,61.4,9.3,84792,24448,1.0,1.4,(X),(X),34.8,6.2,(X),(X),55.1,7.2,(X),(X),9.1,3.7,(X),(X),57,28,126375,23374,15.8,12.4,(X),(X),84.2,12.4,(X),(X),93.0,9.5,126875,30800,7.0,9.5,-,**,0.0,39.3,-,**,339,51,(X),(X),51.9,10.2,(X),(X),46.0,10.3,(X),(X),5.9,4.2,(X),(X),48.1,10.2,(X),(X),41.6,10.4,(X),(X),6.5,4.5,(X),(X),25.3,(X),(X),(X),31.6,(X),(X),(X),24.2,(X),(X),(X)
1400000US37119000400,37119000400,"Census Tract 4, Mecklenburg County, North Carolina",1621,116,66899,7617,66.3,8.0,76250,16781,23.3,7.4,(X),(X),0.0,2.0,-,**,5.4,4.0,131179,77337,0.0,2.0,-,**,0.0,2.0,-,**,5.1,4.0,31864,5192,1.7,1.5,(X),(X),64.6,8.1,79034,16613,13.8,6.2,(X),(X),60.0,8.6,(X),(X),20.4,4.8,(X),(X),5.9,2.1,(X),(X),197,71,138750,9564,18.8,8.8,-,**,81.2,8.8,139800,16186,72.1,11.6,142143,48511,14.7,5.2,-,**,13.2,10.8,101389,95384,1424,118,64205,9211,36.6,6.9,60938,17427,28.4,6.7,55231,27230,8.1,3.9,93214,89221,63.4,6.9,66128,13801,49.2,6.7,55250,25402,14.2,5.6,109167,43308,14.0,(X),(X),(X),17.3,(X),(X),(X),13.1,(X),(X),(X)
1400000US37119000500,37119000500,"Census Tract 5, Mecklenburg County, North Carolina",2455,165,70412,12198,69.4,7.5,71804,10713,23.4,7.1,(X),(X),0.0,1.3,-,**,2.7,2.2,142361,88910,0.0,1.3,-,**,1.2,1.4,-,**,3.4,3.1,141175,78936,4.5,2.9,(X),(X),67.3,7.7,72017,14221,13.9,4.9,32725,20326,61.2,6.0,88125,20317,16.4,4.1,63472,25147,8.5,4.0,9426,6646,467,146,111042,57321,42.8,22.4,(X),(X),57.2,22.4,(X),(X),70.2,20.3,(X),(X),16.7,16.5,(X),(X),13.1,18.2,(X),(X),1988,210,64375,9992,37.7,7.2,(X),(X),33.8,6.7,(X),(X),4.0,2.8,(X),(X),62.3,7.2,(X),(X),39.6,8.4,(X),(X),22.6,7.4,(X),(X),23.5,(X),(X),(X),12.2,(X),(X),(X),26.2,(X),(X),(X)
1400000US37119000600,37119000600,"Census Tract 6, Mecklenburg County, North Carolina",1577,97,55417,5269,59.0,6.2,65625,11752,36.7,6.1,29722,8697,0.0,2.0,-,**,2.2,1.9,97019,41447,0.0,2.0,-,**,0.6,0.9,-,**,1.6,1.9,-,**,3.6,3.0,62102,10445,55.9,6.1,68000,14006,12.9,5.0,49250,19250,59.5,6.2,61440,4492,19.2,5.6,60568,50164,8.4,2.8,9538,2503,500,107,60000,32534,45.0,11.9,26313,6010,55.0,11.9,124141,55607,46.2,10.8,(X),(X),39.8,10.5,(X),(X),14.0,13.4,(X),(X),1077,128,54149,2663,51.3,7.6,(X),(X),38.0,7.2,(X),(X),13.3,4.4,(X),(X),48.7,7.6,(X),(X),42.9,7.9,(X),(X),5.8,3.2,(X),(X),19.4,(X),(X),(X),31.2,(X),(X),(X),11.9,(X),(X),(X)
1400000US37119000700,37119000700,"Census Tract 7, Mecklenburg County, North Carolina",329,48,49911,21106,59.9,8.8,60673,18705,36.8,8.7,46417,25277,0.0,9.4,-,**,2.4,1.9,-,**,0.0,9.4,-,**,0.0,9.4,-,**,0.9,1.3,-,**,7.3,5.6,80909,26021,53.8,8.8,58438,23060,6.7,5.9,(X),(X),42.9,8.7,(X),(X),40.4,8.4,(X),(X),10.0,4.8,(X),(X),163,34,69205,15778,2.5,3.2,-,**,97.5,3.2,69659,14014,53.4,16.3,71083,24079,40.5,18.3,68864,41412,6.1,7.0,-,**,166,47,43750,15879,54.8,19.4,(X),(X),41.6,17.1,(X),(X),13.3,9.2,(X),(X),45.2,19.4,(X),(X),36.7,18.9,(X),(X),8.4,12.6,(X),(X),25.2,(X),(X),(X),25.8,(X),(X),(X),24.7,(X),(X),(X)
1400000US37119000800,37119000800,"Census Tract 8, Mecklenburg County, North Carolina",907,58,22227,2144,16.8,5.7,27500,26077,78.8,5.7,21480,1579,0.6,0.8,-,**,0.6,0.8,-,**,0.0,3.5,-,**,1.2,1.8,-,**,2.1,2.1,33875,5142,1.9,2.2,-,**,14.9,5.3,41250,25920,10.1,4.2,11563,11169,43.6,7.6,25353,5523,35.3,6.9,22875,6175,11.0,3.6,22000,9901,588,65,22273,2893,62.9,5.5,19219,4696,37.1,5.5,34750,12874,31.1,6.5,41188,14815,68.2,6.4,18672,5224,0.7,1.0,-,**,319,60,18750,6259,44.8,11.6,12656,11012,39.8,12.0,11607,3826,5.0,4.8,33750,19271,55.2,11.6,21250,8449,42.6,12.0,16618,4584,12.5,7.3,34750,26920,34.2,(X),(X),(X),39.5,(X),(X),(X),21.6,(X),(X),(X)
1400000US37119000900,37119000900,"Census Tract 9, Mecklenburg County, North Carolina",720,56,33359,4831,32.9,6.7,54306,14212,64.9,6.7,25580,8156,0.0,4.4,-,**,0.0,4.4,-,**,0.0,4.4,-,**,2.2,2.7,-,**,0.0,4.4,-,**,5.1,3.6,61979,30632,30.0,6.9,49844,19927,4.3,3.2,29375,2686,42.8,6.7,45000,14129,34.6,6.7,26050,8585,18.3,3.6,20000,14342,276,54,35227,8452,22.1,12.9,20625,16863,77.9,12.9,38090,6433,33.0,12.1,38994,988,56.5,11.2,32885,12602,10.5,7.7,15865,8843,444,56,31786,6707,38.3,9.1,(X),(X),17.6,7.6,(X),(X),20.7,8.0,(X),(X),61.7,9.1,(X),(X),44.8,9.3,(X),(X),16.9,8.1,(X),(X),35.8,(X),(X),(X),50.0,(X),(X),(X),27.0,(X),(X),(X)
1400000US37119001000,37119001000,"Census Tract 10, Mecklenburg County, North Carolina",1204,56,93036,26661,84.6,7.2,89405,26759,10.0,6.6,(X),(X),0.6,1.0,-,**,1.9,1.7,204028,80877,0.0,2.7,-,**,2.2,3.2,-,**,0.7,1.1,-,**,2.9,3.4,-,**,83.9,7.3,89881,27584,0.6,0.8,(X),(X),54.9,6.3,(X),(X),34.7,5.8,(X),(X),9.8,2.0,(X),(X),536,89,125714,42287,45.5,10.7,143828,25130,54.5,10.7,118750,38073,79.3,11.7,(X),(X),14.0,9.1,(X),(X),6.7,7.6,(X),(X),668,91,58750,16143,38.9,9.2,(X),(X),30.4,8.9,(X),(X),8.5,5.1,(X),(X),61.1,9.2,(X),(X),30.4,11.5,(X),(X),30.7,11.8,(X),(X),25.1,(X),(X),(X),19.8,(X),(X),(X),29.3,(X),(X),(X)
