GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Total; Estimate; FAMILIES - Families - With no own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1400000US27123030100,27123030100,"Census Tract 301, Ramsey County, Minnesota",1797,75,74087,12060,80.2,4.0,85714,10662,4.2,3.2,(X),(X),0.5,0.8,-,**,12.2,2.8,22566,7388,0.0,1.0,-,**,0.0,1.0,-,**,2.8,2.2,87321,66516,2.4,1.8,(X),(X),77.9,4.4,87522,10498,6.5,3.5,(X),(X),41.6,4.5,(X),(X),33.6,3.7,(X),(X),18.3,2.4,(X),(X),1038,93,106117,9975,44.8,5.8,114125,13287,55.2,5.8,91953,14818,82.6,7.6,113393,7660,12.6,5.7,48194,31776,4.8,4.5,105268,35515,759,97,35573,5034,65.7,7.6,(X),(X),50.3,8.8,(X),(X),15.4,6.2,(X),(X),34.3,7.6,(X),(X),21.6,7.6,(X),(X),12.6,7.0,(X),(X),21.8,(X),(X),(X),22.9,(X),(X),(X),20.2,(X),(X),(X)
1400000US27123030201,27123030201,"Census Tract 302.01, Ramsey County, Minnesota",2197,76,66150,18532,92.2,4.7,65900,21213,4.7,3.8,(X),(X),0.0,0.8,-,**,2.5,1.8,100192,87856,0.0,0.8,-,**,0.0,0.8,-,**,0.6,1.0,-,**,2.3,2.6,-,**,89.9,5.2,65100,20162,4.3,2.8,40679,16629,35.1,4.9,78320,11176,36.4,4.5,102202,21716,24.2,4.7,31902,8555,1170,155,106176,12871,47.9,8.1,108333,48950,52.1,8.1,105441,13283,83.1,7.8,114792,10601,16.3,7.8,26203,13114,0.6,1.2,-,**,1027,150,40571,8033,57.1,10.8,36146,12592,50.6,10.3,33750,14193,6.4,4.9,41833,38293,42.9,10.8,46250,15726,24.3,9.4,50882,25376,18.6,8.5,40847,12689,16.2,(X),(X),(X),17.4,(X),(X),(X),13.5,(X),(X),(X)
1400000US27123030202,27123030202,"Census Tract 302.02, Ramsey County, Minnesota",1074,69,55406,4733,83.5,7.9,55165,4484,5.6,3.9,66964,12560,0.0,1.6,-,**,3.3,2.4,32375,7188,0.0,1.6,-,**,0.0,1.6,-,**,7.6,6.5,(X),(X),0.8,1.3,-,**,82.7,7.8,55331,4119,24.9,8.3,33594,19692,52.7,8.9,65244,8849,12.7,4.7,66250,24523,9.8,2.2,29740,8292,316,81,65816,7451,39.2,10.3,67321,18323,60.8,10.3,65214,16945,83.9,14.2,(X),(X),13.6,12.3,(X),(X),2.5,5.2,(X),(X),758,98,49500,7666,61.5,10.4,(X),(X),29.0,10.8,(X),(X),32.5,8.0,(X),(X),38.5,10.4,(X),(X),15.2,6.5,(X),(X),23.4,9.5,(X),(X),21.4,(X),(X),(X),16.5,(X),(X),(X),23.5,(X),(X),(X)
1400000US27123030300,27123030300,"Census Tract 303, Ramsey County, Minnesota",2299,100,83819,15717,89.7,4.8,89018,15261,3.5,3.1,31860,13335,2.0,1.8,(X),(X),0.0,0.8,-,**,0.0,0.8,-,**,2.3,2.3,103958,58863,2.4,2.4,-,**,3.1,2.4,94779,30592,89.0,4.8,88259,16287,0.7,1.2,-,**,31.9,4.9,93750,17590,45.2,5.6,93971,28691,22.1,3.5,42589,17290,1479,125,111036,12597,43.3,5.7,94821,30500,56.7,5.7,118836,16033,85.5,6.3,(X),(X),9.3,5.2,(X),(X),5.2,4.0,(X),(X),820,149,50256,22561,59.8,12.3,(X),(X),53.4,12.5,(X),(X),6.3,5.6,(X),(X),40.2,12.3,(X),(X),35.1,13.4,(X),(X),5.1,8.2,(X),(X),22.7,(X),(X),(X),20.8,(X),(X),(X),26.1,(X),(X),(X)
1400000US27123030400,27123030400,"Census Tract 304, Ramsey County, Minnesota",2464,117,36343,3200,55.8,6.8,46630,18018,22.6,5.8,19854,8685,1.4,1.6,-,**,17.6,4.9,37399,2182,0.0,0.7,-,**,0.6,1.1,-,**,1.8,1.8,27292,21357,13.3,6.4,21049,4001,46.3,7.5,55774,14473,10.1,5.3,35147,26693,45.9,6.8,29868,10632,33.3,6.3,48689,23275,10.7,2.4,51477,29675,1550,180,38777,8755,60.3,7.7,36196,11847,39.7,7.7,60338,28766,60.8,10.0,(X),(X),33.6,9.3,(X),(X),5.6,3.8,(X),(X),914,181,22243,5763,43.9,12.7,(X),(X),34.0,12.5,(X),(X),9.8,6.5,(X),(X),56.1,12.7,(X),(X),40.0,14.4,(X),(X),16.1,11.0,(X),(X),32.6,(X),(X),(X),30.5,(X),(X),(X),34.4,(X),(X),(X)
1400000US27123030500,27123030500,"Census Tract 305, Ramsey County, Minnesota",1773,103,25133,4421,27.5,5.0,36154,15218,27.7,6.3,22831,3473,0.3,0.4,-,**,37.1,5.8,18827,6056,0.5,0.7,-,**,3.1,1.4,(X),(X),3.8,2.6,26654,4241,5.1,2.5,45156,19748,26.4,4.8,35192,11643,8.9,5.1,23226,15015,44.0,6.4,31967,7286,30.4,5.5,18878,2082,16.7,4.2,16310,9842,1272,135,22867,3928,69.4,6.9,19503,3627,30.6,6.9,35547,9703,37.1,8.1,(X),(X),53.5,8.8,(X),(X),9.4,5.5,(X),(X),501,114,31339,9088,58.9,10.5,(X),(X),44.1,11.6,(X),(X),14.8,6.6,(X),(X),41.1,10.5,(X),(X),35.3,10.7,(X),(X),5.8,4.2,(X),(X),18.9,(X),(X),(X),17.3,(X),(X),(X),14.4,(X),(X),(X)
1400000US27123030601,27123030601,"Census Tract 306.01, Ramsey County, Minnesota",1779,100,38220,8941,34.5,5.2,50109,6471,19.6,4.9,27208,10396,1.1,1.8,-,**,36.6,5.7,45509,19723,0.0,1.0,-,**,4.4,3.4,30216,12428,3.7,3.1,(X),(X),11.8,5.4,27500,18443,28.0,5.0,55294,8395,5.6,3.9,(X),(X),56.1,5.8,(X),(X),28.8,5.1,(X),(X),9.5,3.1,(X),(X),1240,146,31458,9664,62.3,7.4,28787,7214,37.7,7.4,49653,23481,62.7,9.1,(X),(X),27.5,8.4,(X),(X),9.8,5.4,(X),(X),539,127,38381,6818,46.9,12.6,(X),(X),37.8,12.1,(X),(X),9.1,7.5,(X),(X),53.1,12.6,(X),(X),38.0,13.0,(X),(X),15.0,9.7,(X),(X),30.6,(X),(X),(X),29.4,(X),(X),(X),31.9,(X),(X),(X)
1400000US27123030602,27123030602,"Census Tract 306.02, Ramsey County, Minnesota",1484,64,68269,6069,82.1,4.9,66694,8000,2.7,3.4,-,**,0.3,0.4,-,**,13.1,3.1,71829,3234,0.0,1.2,-,**,0.7,1.0,-,**,1.2,1.3,-,**,1.3,1.5,-,**,81.5,5.0,66331,7893,0.6,0.9,-,**,43.9,5.9,78355,11501,42.3,6.8,63148,6784,13.2,4.2,44250,15025,919,87,75625,10870,57.2,6.4,77778,11852,42.8,6.4,71250,12474,58.3,9.2,91375,13094,35.8,9.0,59453,10110,5.9,3.1,82778,8706,565,89,43675,3153,59.6,10.8,(X),(X),54.2,12.2,(X),(X),5.5,4.9,(X),(X),40.4,10.8,(X),(X),32.7,10.5,(X),(X),7.6,5.6,(X),(X),30.4,(X),(X),(X),32.3,(X),(X),(X),25.7,(X),(X),(X)
1400000US27123030702,27123030702,"Census Tract 307.02, Ramsey County, Minnesota",1717,86,56773,8442,79.8,3.8,56919,7098,4.3,1.6,(X),(X),0.0,1.0,-,**,14.3,3.3,62000,37905,0.0,1.0,-,**,0.0,1.0,-,**,1.6,2.2,-,**,1.3,1.5,-,**,78.5,3.9,56250,6506,3.3,2.0,(X),(X),38.7,4.2,(X),(X),34.0,5.4,(X),(X),24.0,5.2,(X),(X),1055,115,68750,6933,53.1,6.5,64028,20819,46.9,6.5,70489,6429,72.2,7.1,76367,4318,19.0,5.8,34063,13627,8.8,5.4,49375,39390,662,88,42188,9236,52.9,12.5,38875,6522,44.3,12.4,36920,3335,8.6,5.1,90125,20645,47.1,12.5,45976,7949,38.2,12.4,39567,11707,8.9,6.8,56625,44396,20.7,(X),(X),(X),18.9,(X),(X),(X),21.3,(X),(X),(X)
