GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Total; Estimate; FAMILIES - Families - With no own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1400000US48113000100,48113000100,"Census Tract 1, Dallas County, Texas",1833,94,97679,21022,88.7,4.9,111563,32960,5.6,3.8,50393,18208,1.3,1.5,-,**,1.9,1.7,(X),(X),0.0,2.0,-,**,1.3,1.0,(X),(X),1.3,1.3,-,**,8.2,3.1,(X),(X),81.7,5.9,122188,32390,4.1,3.0,(X),(X),44.8,5.1,(X),(X),38.5,5.4,(X),(X),12.7,2.6,(X),(X),931,103,205804,21182,52.8,7.7,234231,41587,47.2,7.7,142798,42739,78.4,9.8,(X),(X),12.6,7.9,(X),(X),9.0,7.1,(X),(X),902,136,54035,7157,56.2,10.2,(X),(X),50.1,10.2,(X),(X),6.1,3.7,(X),(X),43.8,10.2,(X),(X),33.0,9.7,(X),(X),10.8,4.8,(X),(X),23.8,(X),(X),(X),21.1,(X),(X),(X),26.7,(X),(X),(X)
1400000US48113000201,48113000201,"Census Tract 2.01, Dallas County, Texas",1418,67,89605,17158,96.9,2.3,90658,17414,0.8,1.3,-,**,0.0,2.6,-,**,0.6,0.9,-,**,0.0,2.6,-,**,1.0,1.1,-,**,0.8,1.2,-,**,10.2,5.9,55795,41134,87.7,6.4,99375,27731,1.9,2.3,(X),(X),42.7,5.8,(X),(X),40.8,4.3,(X),(X),14.7,3.6,(X),(X),702,105,134333,37108,51.7,8.3,215547,45260,48.3,8.3,112974,20929,92.7,6.8,(X),(X),7.3,6.8,(X),(X),0.0,5.2,(X),(X),716,121,56218,9256,63.8,8.6,(X),(X),58.4,7.8,(X),(X),5.4,4.2,(X),(X),36.2,8.6,(X),(X),31.0,9.6,(X),(X),5.2,6.5,(X),(X),31.7,(X),(X),(X),32.8,(X),(X),(X),30.7,(X),(X),(X)
1400000US48113000202,48113000202,"Census Tract 2.02, Dallas County, Texas",1913,86,80956,10320,91.1,4.1,83618,17002,3.0,3.2,36076,27933,0.0,1.9,-,**,2.7,1.8,88523,75022,0.0,1.9,-,**,0.9,1.1,-,**,2.3,2.2,(X),(X),10.9,4.7,51250,27158,81.2,5.9,96080,13446,5.5,2.6,41319,21620,57.1,5.3,95928,9592,28.0,4.3,81827,45130,9.4,2.6,32826,9207,942,125,104886,22948,44.5,8.9,80819,30664,55.5,8.9,110078,24945,71.4,9.7,(X),(X),18.9,8.6,(X),(X),9.7,6.3,(X),(X),971,124,56719,17492,54.6,8.2,62639,25221,44.3,8.4,50000,14880,10.3,4.8,96900,15491,45.4,8.2,54271,25974,33.7,7.9,50179,20142,11.7,6.9,140682,88697,24.1,(X),(X),(X),22.5,(X),(X),(X),25.6,(X),(X),(X)
1400000US48113000300,48113000300,"Census Tract 3, Dallas County, Texas",2036,158,95476,21092,93.1,3.8,97381,16732,2.4,2.5,-,**,0.0,1.8,-,**,2.7,2.6,(X),(X),0.0,1.8,-,**,0.0,1.8,-,**,1.8,2.0,-,**,7.3,4.6,(X),(X),85.9,5.6,101754,15874,10.1,5.8,27964,25562,50.7,7.2,109893,18728,29.3,6.4,130225,53897,9.8,2.9,45875,32993,868,153,133125,60289,47.8,13.1,162961,68039,52.2,13.1,114375,64277,89.6,10.2,(X),(X),8.4,9.7,(X),(X),2.0,3.2,(X),(X),1168,187,66923,16486,37.6,10.0,(X),(X),23.9,8.2,(X),(X),13.7,7.5,(X),(X),62.4,10.0,(X),(X),43.5,10.9,(X),(X),18.9,8.4,(X),(X),22.2,(X),(X),(X),33.5,(X),(X),(X),12.3,(X),(X),(X)
1400000US48113000401,48113000401,"Census Tract 4.01, Dallas County, Texas",1773,111,50504,4728,53.6,7.7,51429,6181,7.8,4.3,52778,36546,0.0,2.1,-,**,11.3,4.6,52417,12773,0.0,2.1,-,**,20.8,5.7,41892,13298,6.5,3.8,(X),(X),47.0,7.0,41753,7283,27.8,5.1,62098,6783,16.1,6.1,38083,16536,53.8,8.0,50859,10013,23.4,6.2,51827,14231,6.8,1.9,71875,50011,826,125,41088,2524,63.1,10.5,38125,19645,36.9,10.5,63184,2722,63.8,12.4,(X),(X),25.1,9.2,(X),(X),11.1,9.4,(X),(X),947,119,53542,4080,51.6,11.2,49830,16846,32.4,9.4,48580,20650,19.2,8.7,52115,44497,48.4,11.2,58750,9661,32.7,9.1,53250,10124,15.6,7.2,65217,10994,19.1,(X),(X),(X),28.2,(X),(X),(X),11.2,(X),(X),(X)
1400000US48113000404,48113000404,"Census Tract 4.04, Dallas County, Texas",1786,112,52321,7756,71.4,6.7,52414,10031,6.6,3.8,50735,15896,0.0,2.1,-,**,7.3,2.7,37411,33668,0.0,2.1,-,**,10.9,5.2,(X),(X),3.8,2.6,(X),(X),31.0,5.4,46406,23992,53.0,5.8,55903,9069,3.1,2.4,41776,26469,46.4,6.1,59250,10730,41.3,5.4,51645,9028,9.3,3.5,31875,6778,470,109,(X),(X),45.5,13.3,(X),(X),54.5,13.3,(X),(X),73.2,11.7,(X),(X),14.7,9.8,(X),(X),12.1,7.5,(X),(X),1316,142,52917,8410,31.7,7.6,(X),(X),22.1,5.6,(X),(X),9.6,5.3,(X),(X),68.3,7.6,(X),(X),51.4,8.5,(X),(X),16.9,4.7,(X),(X),22.1,(X),(X),(X),34.9,(X),(X),(X),17.5,(X),(X),(X)
1400000US48113000405,48113000405,"Census Tract 4.05, Dallas County, Texas",1035,117,28750,8943,49.2,8.8,41652,14114,24.1,8.4,13491,12833,0.5,0.7,-,**,7.9,5.4,36500,22159,0.0,3.6,-,**,15.0,6.4,50050,42204,3.4,2.9,(X),(X),38.1,8.1,37273,13920,26.1,6.2,55278,33371,11.1,6.3,(X),(X),40.0,9.6,(X),(X),43.3,9.5,(X),(X),5.6,4.2,(X),(X),462,112,28646,13570,39.6,16.1,14063,8911,60.4,16.1,37232,7708,43.5,15.7,(X),(X),39.8,16.9,(X),(X),16.7,13.3,(X),(X),573,120,28869,9917,27.2,9.9,(X),(X),25.7,10.0,(X),(X),1.6,2.3,(X),(X),72.8,9.9,(X),(X),59.7,10.7,(X),(X),13.1,8.3,(X),(X),20.3,(X),(X),(X),30.1,(X),(X),(X),12.4,(X),(X),(X)
1400000US48113000406,48113000406,"Census Tract 4.06, Dallas County, Texas",2789,163,45593,3892,61.6,9.1,46667,8961,5.0,3.9,44295,14433,0.0,1.3,-,**,11.0,5.3,38750,15985,0.0,1.3,-,**,15.4,7.4,49286,33029,7.0,4.7,44402,15562,50.4,8.5,52083,12220,29.2,8.6,45969,17442,12.9,5.9,30859,26928,45.9,7.5,65022,22286,23.9,5.8,48167,21891,17.3,3.8,33941,10168,1599,246,43488,9481,39.0,10.2,37557,11215,61.0,10.2,45907,11313,67.8,10.3,46653,16961,23.0,9.1,32541,19346,9.2,5.8,49940,26240,1190,266,44477,7964,35.5,11.5,(X),(X),17.6,10.8,(X),(X),17.9,9.9,(X),(X),64.5,11.5,(X),(X),42.4,13.4,(X),(X),22.0,10.6,(X),(X),27.5,(X),(X),(X),32.3,(X),(X),(X),17.2,(X),(X),(X)
1400000US48113000500,48113000500,"Census Tract 5, Dallas County, Texas",2983,254,57961,5745,68.0,7.1,65426,11807,4.6,3.1,(X),(X),0.8,0.9,-,**,7.0,3.0,56324,10942,0.0,1.2,-,**,11.9,5.4,39831,26792,7.7,3.8,38561,22560,26.1,6.3,40556,14534,55.6,6.6,73594,18767,6.3,2.8,43636,15393,50.7,6.6,60552,5020,32.9,6.4,51838,21556,10.1,3.5,93672,93650,719,207,144188,38858,8.2,7.7,(X),(X),91.8,7.7,(X),(X),68.3,15.7,(X),(X),11.0,7.4,(X),(X),20.7,14.2,(X),(X),2264,270,51985,5422,52.6,7.1,(X),(X),47.3,7.1,(X),(X),5.3,3.3,(X),(X),47.4,7.1,(X),(X),32.4,7.1,(X),(X),15.0,5.4,(X),(X),24.4,(X),(X),(X),47.4,(X),(X),(X),17.1,(X),(X),(X)
