GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US48453000101,48453000101,"Census Tract 1.01, Travis County, Texas",3031,257,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,19,0,13,0,13,44,45,8,19,19,25,162,81,57,62,146,96,221,91,109,68,1178,178,660,147,241,85,178,84
1400000US48453000102,48453000102,"Census Tract 1.02, Travis County, Texas",1887,147,0,13,0,13,0,13,0,13,0,13,2,4,0,13,0,13,0,13,0,13,13,17,1,3,11,16,1,3,4,11,63,38,6,13,46,40,153,80,32,28,739,127,406,94,217,78,193,68
1400000US48453000203,48453000203,"Census Tract 2.03, Travis County, Texas",761,137,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,23,0,13,0,13,14,23,0,13,2,5,3,6,0,13,13,16,0,13,22,28,96,45,18,19,294,88,194,71,31,23,62,37
1400000US48453000204,48453000204,"Census Tract 2.04, Travis County, Texas",2122,182,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,8,0,13,18,24,0,13,3,8,3,6,10,16,104,63,21,24,62,38,298,124,48,44,870,141,457,107,70,44,155,48
1400000US48453000205,48453000205,"Census Tract 2.05, Travis County, Texas",3154,337,0,13,0,13,0,13,0,13,16,26,0,13,0,13,0,13,0,13,0,13,23,31,26,36,0,13,85,111,22,34,343,315,115,98,72,58,205,110,98,94,1122,222,757,198,99,74,171,111
1400000US48453000206,48453000206,"Census Tract 2.06, Travis County, Texas",2430,180,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,12,18,0,13,38,47,208,76,42,37,58,56,344,107,65,50,873,186,524,152,122,55,124,70
1400000US48453000302,48453000302,"Census Tract 3.02, Travis County, Texas",3478,356,15,27,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,10,18,20,32,0,18,413,236,54,83,133,105,257,120,105,63,1391,276,706,181,181,94,193,83
1400000US48453000304,48453000304,"Census Tract 3.04, Travis County, Texas",2046,231,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,39,44,0,13,21,31,48,46,0,13,0,13,0,13,120,39,68,70,33,29,187,91,93,86,921,195,353,122,76,38,72,51
1400000US48453000305,48453000305,"Census Tract 3.05, Travis County, Texas",2425,210,0,13,0,13,0,13,0,13,28,44,0,13,0,13,0,13,8,13,0,13,0,13,12,23,8,13,29,35,0,13,125,97,37,33,73,53,430,127,50,39,1015,164,484,153,61,39,65,48
