GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US12095010200,12095010200,"Census Tract 102, Orange County, Florida",4262,447,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,87,80,8,19,18,25,632,250,139,86,221,104,373,120,478,198,1339,253,492,185,341,127,134,104
1400000US12095010300,12095010300,"Census Tract 103, Orange County, Florida",2139,177,21,20,0,13,0,13,32,36,0,13,0,13,0,13,0,13,33,38,6,15,14,13,34,21,31,39,4,7,13,14,453,109,20,18,69,37,241,71,175,65,667,138,154,56,117,60,55,38
1400000US12095010400,12095010400,"Census Tract 104, Orange County, Florida",683,92,2,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,22,6,8,39,31,19,17,24,24,51,33,14,15,188,67,24,23,79,39,136,67,18,15,51,32,10,12,0,13,0,13
1400000US12095010500,12095010500,"Census Tract 105, Orange County, Florida",874,113,11,15,0,13,0,13,10,16,9,14,7,11,22,28,0,13,0,13,32,30,15,17,0,13,46,36,48,46,104,49,258,82,39,26,45,33,156,63,23,21,36,39,7,10,0,13,6,11
1400000US12095010802,12095010802,"Census Tract 108.02, Orange County, Florida",2246,224,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,18,13,15,6,9,9,14,467,127,58,45,149,77,339,184,228,77,621,146,285,107,49,44,7,12
1400000US12095011000,12095011000,"Census Tract 110, Orange County, Florida",2478,243,8,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,13,19,0,13,0,13,12,18,13,19,19,22,35,34,437,161,119,82,66,32,266,108,324,169,822,150,209,78,89,47,37,31
1400000US12095011100,12095011100,"Census Tract 111, Orange County, Florida",2204,271,15,20,0,13,1,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,8,22,24,22,26,54,67,0,13,488,157,71,50,117,54,261,95,355,113,542,132,229,69,0,13,23,21
1400000US12095011200,12095011200,"Census Tract 112, Orange County, Florida",2546,182,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,13,0,13,17,18,16,20,416,109,162,99,116,66,315,96,279,89,845,143,268,67,51,34,52,48
1400000US12095011300,12095011300,"Census Tract 113, Orange County, Florida",3481,306,2,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,88,87,11,24,2,5,30,50,0,13,28,45,25,31,488,213,59,51,198,120,554,210,473,186,1017,253,367,148,105,54,34,32
