GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Total; Estimate; FAMILIES - Families - With no own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1400000US48453000101,48453000101,"Census Tract 1.01, Travis County, Texas",1945,111,86464,16601,93.4,3.0,86107,16902,0.5,0.8,-,**,0.0,1.9,-,**,1.4,1.4,(X),(X),0.0,1.9,-,**,0.4,0.6,-,**,4.2,2.6,108929,50619,8.5,4.7,56307,42753,86.5,5.2,87357,16805,5.0,2.6,21154,15506,36.3,5.6,100938,18211,31.8,4.1,108380,24942,26.8,3.5,54271,10533,860,105,113333,38879,49.7,8.3,109464,76490,50.3,8.3,113646,40159,77.0,8.7,(X),(X),14.9,6.7,(X),(X),8.1,5.8,(X),(X),1085,141,54469,7427,68.0,8.0,(X),(X),55.1,8.5,(X),(X),12.9,5.6,(X),(X),32.0,8.0,(X),(X),21.8,6.5,(X),(X),10.2,6.2,(X),(X),28.2,(X),(X),(X),15.5,(X),(X),(X),35.9,(X),(X),(X)
1400000US48453000102,48453000102,"Census Tract 1.02, Travis County, Texas",1102,78,132763,26059,96.6,2.8,133684,26878,1.5,2.1,-,**,0.0,3.3,-,**,0.0,3.3,-,**,0.0,3.3,-,**,0.0,3.3,-,**,1.9,2.0,-,**,1.7,1.9,-,**,94.8,3.1,132461,27394,0.9,1.4,-,**,18.1,4.6,227875,98114,44.6,5.4,154875,48751,36.5,5.2,99762,22114,679,85,178977,36872,45.1,7.4,211923,54990,54.9,7.4,159271,44316,80.1,10.6,(X),(X),7.7,5.2,(X),(X),12.2,10.3,(X),(X),423,81,90625,35224,57.4,13.8,(X),(X),50.8,12.8,(X),(X),6.6,5.6,(X),(X),42.6,13.8,(X),(X),37.8,13.4,(X),(X),4.7,5.1,(X),(X),25.4,(X),(X),(X),24.9,(X),(X),(X),26.2,(X),(X),(X)
1400000US48453000203,48453000203,"Census Tract 2.03, Travis County, Texas",669,61,63523,16104,82.1,6.5,70972,15971,2.4,2.7,-,**,0.0,5.4,-,**,5.8,3.6,"2,500-",***,0.0,5.4,-,**,6.7,4.7,(X),(X),3.0,2.7,(X),(X),17.0,6.3,52833,37545,71.7,7.2,71759,14220,33.6,7.7,(X),(X),44.4,8.4,(X),(X),16.7,6.3,(X),(X),5.2,3.8,(X),(X),172,49,84318,11407,36.0,17.7,(X),(X),64.0,17.7,(X),(X),74.4,13.6,(X),(X),23.8,14.4,(X),(X),1.7,2.8,(X),(X),497,50,53950,15279,55.7,8.5,32411,17678,38.2,8.8,37500,29927,17.5,7.3,30313,21424,44.3,8.5,72813,15449,34.2,9.1,71818,10289,10.1,6.1,111000,106639,20.9,(X),(X),(X),12.2,(X),(X),(X),23.9,(X),(X),(X)
1400000US48453000204,48453000204,"Census Tract 2.04, Travis County, Texas",1612,57,53448,6466,94.7,2.9,55028,6076,0.7,1.0,-,**,0.0,2.3,-,**,2.1,1.9,(X),(X),0.0,2.3,-,**,1.9,2.2,-,**,0.6,0.9,-,**,11.5,5.7,30577,13799,85.0,5.7,56104,6632,15.1,5.1,(X),(X),50.8,6.7,(X),(X),26.6,5.2,(X),(X),7.6,1.6,(X),(X),610,86,114063,17185,42.1,8.0,103580,24014,57.9,8.0,115625,14729,75.2,8.5,(X),(X),15.1,7.9,(X),(X),9.7,6.8,(X),(X),1002,105,35648,11708,40.4,8.5,(X),(X),30.8,8.7,(X),(X),9.6,4.8,(X),(X),59.6,8.5,(X),(X),47.7,8.6,(X),(X),11.9,5.5,(X),(X),15.7,(X),(X),(X),11.5,(X),(X),(X),18.3,(X),(X),(X)
1400000US48453000205,48453000205,"Census Tract 2.05, Travis County, Texas",2137,109,56138,7149,85.0,6.0,56827,8032,2.9,2.8,(X),(X),0.0,1.7,-,**,8.8,5.9,(X),(X),0.0,1.7,-,**,2.3,2.9,-,**,1.0,1.6,-,**,12.5,6.3,46500,30171,75.8,7.4,56410,7515,7.8,4.5,(X),(X),63.5,7.0,(X),(X),22.7,5.9,(X),(X),6.0,2.7,(X),(X),723,179,104375,42972,40.8,13.0,103958,61557,59.2,13.0,108281,55003,71.6,14.1,(X),(X),10.4,7.3,(X),(X),18.0,13.8,(X),(X),1414,207,42159,14530,37.8,8.5,(X),(X),27.8,7.5,(X),(X),10.0,5.2,(X),(X),62.2,8.5,(X),(X),41.2,8.9,(X),(X),21.0,8.8,(X),(X),24.1,(X),(X),(X),36.0,(X),(X),(X),18.1,(X),(X),(X)
1400000US48453000206,48453000206,"Census Tract 2.06, Travis County, Texas",1680,93,70625,12808,85.4,5.1,78571,9284,5.0,3.7,(X),(X),0.0,2.2,-,**,4.0,3.3,(X),(X),0.0,2.2,-,**,4.8,3.9,34671,34332,0.8,1.5,-,**,14.4,4.8,46857,15209,77.1,5.2,78214,10334,4.8,2.9,(X),(X),49.1,7.0,(X),(X),29.4,6.6,(X),(X),16.7,4.4,(X),(X),657,112,109940,26513,50.1,8.3,142578,47927,49.9,8.3,99500,27041,83.3,11.2,128313,28867,16.7,11.2,71111,16929,0.0,5.5,-,**,1023,110,50795,7342,52.0,10.2,(X),(X),41.7,9.0,(X),(X),10.3,7.4,(X),(X),48.0,10.2,(X),(X),32.5,8.3,(X),(X),15.5,6.8,(X),(X),14.0,(X),(X),(X),14.0,(X),(X),(X),14.0,(X),(X),(X)
1400000US48453000302,48453000302,"Census Tract 3.02, Travis County, Texas",2805,175,43841,7011,78.5,5.4,47446,10140,0.9,1.0,-,**,1.2,1.9,-,**,8.0,3.6,44514,35813,0.0,1.3,-,**,6.6,4.6,36377,5396,4.8,2.9,54514,43937,13.4,5.6,36145,4552,70.4,6.4,47337,9466,17.4,5.0,20543,17729,55.5,6.7,44627,9666,20.0,4.5,71987,17310,7.2,3.0,46023,35589,681,136,88897,18621,43.6,13.9,143558,104831,56.4,13.9,77632,14238,83.3,12.6,(X),(X),7.0,5.7,(X),(X),9.7,11.6,(X),(X),2124,190,34015,5336,41.9,7.1,35840,8773,28.2,6.6,35082,11232,13.6,5.0,43125,20122,58.1,7.1,32675,5891,41.4,8.1,26654,5649,16.8,6.3,54044,20664,19.9,(X),(X),(X),8.2,(X),(X),(X),23.3,(X),(X),(X)
1400000US48453000304,48453000304,"Census Tract 3.04, Travis County, Texas",1439,92,48653,6111,83.9,7.9,50174,8004,1.5,1.6,(X),(X),0.0,2.6,-,**,8.3,5.1,(X),(X),0.0,2.6,-,**,4.7,5.5,11635,11315,1.5,1.7,-,**,17.5,6.9,(X),(X),71.2,8.2,51250,10822,14.4,5.3,21169,11211,61.2,7.9,50107,8330,19.7,6.5,60663,31228,4.7,1.3,51406,13735,504,107,75625,57122,52.2,12.8,(X),(X),47.8,12.8,(X),(X),66.9,15.5,(X),(X),27.8,16.0,(X),(X),5.4,5.6,(X),(X),935,117,40399,9225,49.2,10.6,40260,10564,32.6,10.7,28750,23818,16.6,6.4,57596,24052,50.8,10.6,40677,17304,35.0,8.8,34107,23136,15.8,7.9,65938,64975,27.5,(X),(X),(X),29.4,(X),(X),(X),26.5,(X),(X),(X)
1400000US48453000305,48453000305,"Census Tract 3.05, Travis County, Texas",1773,81,43125,13177,90.9,4.4,47802,10496,1.9,2.5,-,**,0.0,2.1,-,**,2.0,1.6,(X),(X),0.0,2.1,-,**,2.4,2.4,(X),(X),2.8,2.0,(X),(X),13.9,5.1,34375,21145,79.3,5.8,48393,11885,10.3,4.1,(X),(X),61.9,6.1,(X),(X),22.7,3.9,(X),(X),5.1,3.8,(X),(X),380,89,115227,27995,44.2,10.9,123684,49425,55.8,10.9,108000,23138,84.2,10.4,124063,15540,6.8,7.0,"2,500-",***,8.9,7.9,-,**,1393,113,30129,7283,47.2,8.6,(X),(X),28.6,6.9,(X),(X),18.7,6.0,(X),(X),52.8,8.6,(X),(X),33.6,8.2,(X),(X),19.2,7.6,(X),(X),28.9,(X),(X),(X),39.7,(X),(X),(X),25.9,(X),(X),(X)
