GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US25025000100,25025000100,"Census Tract 1, Suffolk County, Massachusetts",2742,305,76,60,0,12,0,12,0,12,0,12,9,13,0,12,11,18,0,12,0,12,184,127,3,7,32,48,39,32,71,56,691,216,103,77,38,35,209,113,63,64,887,212,260,103,31,23,35,28
1400000US25025000201,25025000201,"Census Tract 2.01, Suffolk County, Massachusetts",2445,287,19,28,0,12,0,12,0,12,5,11,25,38,0,12,30,30,17,27,0,12,4,8,0,12,29,25,4,9,36,36,331,116,73,67,52,36,218,86,79,50,925,223,457,148,59,34,82,46
1400000US25025000202,25025000202,"Census Tract 2.02, Suffolk County, Massachusetts",2496,265,61,52,0,12,0,12,0,12,0,12,9,16,0,12,41,37,7,13,0,12,0,12,25,40,20,23,54,45,45,34,386,121,34,30,128,86,365,130,87,62,791,181,279,84,41,46,123,83
1400000US25025000301,25025000301,"Census Tract 3.01, Suffolk County, Massachusetts",1847,243,11,14,0,12,0,12,0,12,0,12,0,12,6,11,24,37,13,19,0,12,0,12,34,29,4,8,3,9,64,36,334,100,63,56,24,23,79,45,82,52,706,212,289,105,91,67,20,33
1400000US25025000302,25025000302,"Census Tract 3.02, Suffolk County, Massachusetts",2190,274,10,16,0,12,0,12,0,12,0,12,11,16,0,12,27,41,0,12,0,12,0,12,0,12,11,17,43,53,75,70,281,116,24,21,105,71,141,66,64,43,817,239,331,92,76,70,174,92
1400000US25025000401,25025000401,"Census Tract 4.01, Suffolk County, Massachusetts",3710,446,66,57,0,17,0,17,15,24,0,17,0,17,35,41,97,97,33,32,0,17,128,88,38,60,99,76,0,17,123,83,310,159,85,98,89,58,242,91,74,53,1253,279,574,168,196,92,253,155
1400000US25025000402,25025000402,"Census Tract 4.02, Suffolk County, Massachusetts",2152,270,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,3,8,8,15,6,11,14,19,10,18,324,123,34,45,120,73,202,98,78,64,797,193,343,120,47,32,154,80
1400000US25025000502,25025000502,"Census Tract 5.02, Suffolk County, Massachusetts",2248,265,42,40,0,17,0,17,0,17,0,17,2,4,0,17,0,17,0,17,32,50,8,14,0,17,9,14,42,51,21,25,103,66,18,19,75,48,156,95,75,47,826,159,514,143,171,86,154,52
1400000US25025000503,25025000503,"Census Tract 5.03, Suffolk County, Massachusetts",1372,201,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,123,81,16,24,27,27,153,73,36,33,481,158,383,97,60,35,78,44
