GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US06075010100,06075010100,"Census Tract 101, San Francisco County, California",3068,252,150,108,0,12,0,12,0,12,0,12,14,23,0,12,0,12,160,107,0,12,0,12,0,12,0,12,0,12,26,50,291,126,0,12,28,32,496,173,156,95,834,191,554,172,230,131,129,77
1400000US06075010200,06075010200,"Census Tract 102, San Francisco County, California",3866,324,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,93,0,12,0,12,0,12,139,107,5,9,60,47,332,114,154,85,1681,290,920,217,280,125,234,109
1400000US06075010300,06075010300,"Census Tract 103, San Francisco County, California",3494,449,121,93,0,12,0,12,0,12,59,60,0,12,0,12,33,42,77,102,0,12,122,105,0,12,17,28,113,120,10,18,301,128,27,39,87,61,411,188,201,113,1155,275,500,160,223,148,37,37
1400000US06075010400,06075010400,"Census Tract 104, San Francisco County, California",4373,403,23,34,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,22,0,17,34,63,30,48,0,17,31,36,0,17,126,79,118,118,65,58,686,269,154,86,1732,307,941,247,342,141,77,53
1400000US06075010500,06075010500,"Census Tract 105, San Francisco County, California",2130,257,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,41,0,12,0,12,0,12,0,12,29,46,21,26,95,56,37,34,41,37,226,106,80,58,826,172,338,88,253,107,145,79
1400000US06075010600,06075010600,"Census Tract 106, San Francisco County, California",3060,354,192,103,8,13,0,12,0,12,0,12,0,12,19,25,18,29,170,175,0,12,89,77,44,43,39,49,0,12,27,31,682,148,71,68,22,25,231,119,201,78,844,191,310,98,64,43,29,28
1400000US06075010700,06075010700,"Census Tract 107, San Francisco County, California",4280,368,431,167,0,17,29,35,56,67,14,21,121,86,13,20,93,76,335,163,51,60,119,92,532,250,122,96,33,35,90,75,657,252,46,45,102,92,318,168,68,56,905,262,58,47,76,59,11,18
1400000US06075010800,06075010800,"Census Tract 108, San Francisco County, California",4219,386,291,164,0,17,0,17,48,77,0,17,0,17,9,16,28,45,218,129,0,17,27,29,88,96,0,17,22,37,22,36,282,175,20,31,0,17,350,181,162,104,1960,362,479,158,110,82,103,65
1400000US06075010900,06075010900,"Census Tract 109, San Francisco County, California",4124,276,46,71,0,12,0,12,0,12,0,12,14,25,0,12,0,12,70,92,0,12,0,12,0,12,0,12,0,12,0,12,118,71,72,70,30,35,193,112,187,93,2046,308,783,190,442,172,123,100
1400000US06075011000,06075011000,"Census Tract 110, San Francisco County, California",4617,577,189,108,0,17,0,17,0,17,0,17,0,17,0,17,54,79,247,129,0,17,10,18,12,22,14,24,0,17,155,129,116,89,95,76,55,63,408,185,154,110,1857,454,976,288,208,115,67,54
1400000US06075011100,06075011100,"Census Tract 111, San Francisco County, California",4340,353,116,117,0,12,18,28,0,12,0,12,0,12,44,58,0,12,73,110,53,85,0,12,0,12,85,98,81,90,29,37,390,215,22,35,107,77,620,171,153,133,1728,329,698,221,75,60,48,47
1400000US06075011200,06075011200,"Census Tract 112, San Francisco County, California",2830,239,83,44,0,12,0,12,11,19,15,23,17,26,0,12,0,12,47,56,13,21,47,48,14,22,33,42,8,13,11,19,158,73,21,23,89,58,151,73,200,108,1252,187,390,119,180,78,90,60
1400000US06075011300,06075011300,"Census Tract 113, San Francisco County, California",2324,202,180,74,0,12,0,12,28,47,100,58,33,30,39,46,182,99,233,133,30,43,134,83,113,84,33,39,0,12,19,22,300,128,10,14,50,57,147,73,68,60,503,134,52,46,61,33,9,14
